-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 03/31/2021 
Location: Latitude  -2.1362   Longitude -79.9036 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 64.58 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_NKT              CERES SYN1deg All Sky Normalized Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2020,9,17,4.33,7.28,0.42,0.49,397.56,85.69,139.55,11.96,0.4,2.12
2020,9,18,4.26,7.22,0.41,0.48,394.14,84.26,138.17,11.71,0.38,2.02
2020,9,19,4.06,6.98,0.4,0.46,386.83,79.43,131.31,10.95,0.35,1.86
2020,9,20,4.99,7.17,0.48,0.57,378.78,97.22,135.91,13.3,0.44,2.3
2020,9,21,5.45,7.22,0.53,0.62,389.83,106.73,137.73,14.42,0.47,2.49
2020,9,22,5.06,7.35,0.49,0.58,379.97,97.87,138.68,13.55,0.46,2.48
2020,9,23,3.47,7.1,0.34,0.39,389.87,67.98,134.49,9.53,0.32,1.7
2020,9,24,4.19,7.08,0.41,0.48,395.57,81.38,132.26,11.2,0.38,2.01
2020,9,25,5.02,7.41,0.48,0.57,390.03,98.15,141.27,13.81,0.47,2.51
2020,9,26,4.77,7.31,0.46,0.54,383.47,93.7,139.06,13.1,0.45,2.35
2020,9,27,4.54,7.49,0.44,0.52,378.6,88.92,142.25,12.41,0.41,2.14
2020,9,28,5.26,7.6,0.51,0.59,375.91,103.38,145.12,14.39,0.48,2.53
2020,9,29,4.54,7.38,0.44,0.52,392.74,89.98,141.48,12.7,0.42,2.23
2020,9,30,4.01,7.2,0.38,0.45,390.96,79.41,136.41,11.13,0.38,1.98
2020,10,1,4.0,7.27,0.38,0.45,394.09,78.7,137.49,11.08,0.38,1.98
2020,10,2,4.25,7.49,0.41,0.48,385.98,83.46,142.47,11.86,0.39,2.08
2020,10,3,3.88,7.52,0.38,0.44,383.51,75.52,140.85,10.88,0.38,2.02
2020,10,4,2.93,7.3,0.28,0.33,402.3,58.46,138.8,8.48,0.29,1.52
2020,10,5,2.94,7.03,0.28,0.33,395.13,57.55,131.01,7.98,0.26,1.33
2020,10,6,4.96,7.28,0.48,0.55,384.91,97.19,137.72,13.19,0.42,2.22
2020,10,7,6.12,7.5,0.59,0.69,365.59,117.85,141.08,15.72,0.51,2.73
2020,10,8,3.5,7.14,0.34,0.39,387.54,67.49,132.24,9.41,0.3,1.53
2020,10,9,4.72,7.39,0.45,0.53,404.21,93.04,141.04,12.87,0.41,2.16
2020,10,10,3.69,7.57,0.35,0.41,396.6,70.66,142.19,10.12,0.32,1.67
2020,10,11,5.74,7.57,0.55,0.65,375.58,111.22,143.09,15.05,0.46,2.45
2020,10,12,5.1,7.49,0.49,0.57,386.47,99.25,140.97,13.38,0.41,2.09
2020,10,13,5.11,7.47,0.49,0.58,386.02,98.5,141.01,13.45,0.42,2.2
2020,10,14,3.83,7.4,0.37,0.43,397.34,74.96,139.91,10.56,0.34,1.79
2020,10,15,3.65,7.21,0.35,0.41,398.44,71.63,135.99,9.96,0.31,1.62
2020,10,16,3.27,7.11,0.31,0.37,392.83,64.0,133.58,8.85,0.28,1.44
2020,10,17,3.76,7.17,0.36,0.42,398.72,73.58,135.74,10.15,0.33,1.68
2020,10,18,4.39,7.19,0.42,0.49,384.63,86.3,136.53,11.7,0.35,1.81
2020,10,19,5.48,7.41,0.52,0.62,385.4,107.06,140.55,14.58,0.47,2.48
2020,10,20,4.36,7.43,0.41,0.49,404.25,85.54,140.84,11.98,0.38,2.0
2020,10,21,4.56,7.44,0.44,0.52,395.72,89.52,142.02,12.59,0.41,2.15
2020,10,22,4.88,7.27,0.47,0.55,388.86,95.64,138.12,13.01,0.41,2.12
2020,10,23,3.62,7.24,0.34,0.41,397.14,71.63,138.35,9.96,0.3,1.57
2020,10,24,4.54,7.34,0.44,0.52,387.73,88.59,139.88,12.48,0.4,2.1
2020,10,25,4.81,7.32,0.46,0.55,406.49,95.52,140.18,13.3,0.43,2.23
2020,10,26,3.83,7.34,0.37,0.43,395.27,75.59,139.95,10.77,0.35,1.82
2020,10,27,3.1,7.29,0.3,0.35,384.9,61.67,138.88,8.78,0.28,1.46
2020,10,28,4.56,7.17,0.44,0.52,379.15,87.83,135.01,12.12,0.38,1.97
2020,10,29,5.53,7.35,0.53,0.62,374.49,105.77,137.59,14.35,0.45,2.41
2020,10,30,4.08,7.44,0.39,0.46,370.62,78.01,138.66,11.2,0.36,1.87
2020,10,31,3.74,7.4,0.36,0.42,383.21,73.18,139.36,10.48,0.33,1.71
2020,11,1,5.08,7.55,0.49,0.58,376.4,97.22,142.31,13.41,0.41,2.19
2020,11,2,5.25,7.71,0.51,0.6,368.89,99.57,142.51,13.67,0.42,2.19
2020,11,3,5.05,7.54,0.48,0.58,376.99,96.79,141.44,13.42,0.42,2.23
2020,11,4,5.66,7.33,0.55,0.65,380.32,108.98,138.59,14.84,0.47,2.48
2020,11,5,4.26,7.29,0.41,0.48,376.07,81.53,136.3,11.31,0.36,1.86
2020,11,6,4.05,6.76,0.39,0.46,384.08,76.03,123.74,10.05,0.3,1.59
2020,11,7,3.77,6.77,0.37,0.43,387.91,71.41,123.39,9.55,0.31,1.62
2020,11,8,4.87,6.91,0.47,0.55,390.37,92.41,127.83,12.22,0.38,2.02
2020,11,9,3.41,6.73,0.33,0.39,396.87,66.12,124.02,8.91,0.27,1.43
2020,11,10,5.12,7.05,0.49,0.59,388.8,97.02,131.19,12.96,0.4,2.06
2020,11,11,4.52,7.01,0.44,0.52,382.3,84.41,129.23,11.38,0.34,1.78
2020,11,12,4.25,7.05,0.41,0.49,379.88,82.59,132.22,11.47,0.36,1.85
2020,11,13,4.58,6.58,0.45,0.53,392.23,86.71,121.77,11.6,0.38,1.98
2020,11,14,4.6,7.02,0.45,0.53,379.24,88.76,131.89,12.26,0.38,2.01
2020,11,15,3.77,7.33,0.37,0.44,373.76,73.73,137.9,10.69,0.34,1.76
2020,11,16,5.03,7.12,0.49,0.58,380.73,96.23,133.04,13.25,0.42,2.18
2020,11,17,4.17,7.25,0.41,0.48,388.04,82.16,137.98,11.7,0.38,1.96
2020,11,18,4.11,7.39,0.4,0.48,391.09,80.22,140.49,11.53,0.37,1.9
2020,11,19,3.08,7.24,0.3,0.36,395.27,61.71,138.45,9.27,0.3,1.56
2020,11,20,5.11,7.24,0.5,0.59,377.8,99.41,137.61,13.88,0.45,2.31
2020,11,21,4.83,7.23,0.47,0.56,382.27,94.3,137.07,13.15,0.41,2.17
2020,11,22,4.21,7.01,0.41,0.49,390.44,82.24,131.49,11.4,0.37,1.9
2020,11,23,3.42,7.24,0.34,0.4,397.95,68.28,138.01,10.01,0.33,1.7
2020,11,24,4.24,7.12,0.41,0.49,397.1,83.04,136.01,11.59,0.37,1.91
2020,11,25,5.3,7.2,0.52,0.62,385.72,101.94,136.42,13.93,0.45,2.38
2020,11,26,5.35,7.23,0.52,0.62,392.49,103.77,137.8,14.38,0.47,2.49
2020,11,27,3.46,7.16,0.34,0.41,388.45,68.8,136.69,10.21,0.34,1.77
2020,11,28,4.35,6.94,0.43,0.51,391.09,85.03,131.5,11.79,0.38,1.97
2020,11,29,3.26,6.99,0.32,0.38,400.4,63.88,133.48,9.16,0.3,1.52
2020,11,30,3.89,7.06,0.38,0.45,398.53,77.3,135.3,10.9,0.35,1.81
2020,12,1,4.71,6.9,0.46,0.55,390.45,91.83,131.12,12.48,0.39,2.05
2020,12,2,3.56,7.14,0.35,0.42,394.01,71.22,135.83,10.41,0.34,1.77
2020,12,3,3.33,7.2,0.33,0.39,397.8,66.96,138.0,9.87,0.34,1.73
2020,12,4,3.48,7.03,0.34,0.41,397.03,69.73,133.98,10.02,0.34,1.75
2020,12,5,2.67,6.87,0.27,0.31,392.09,54.2,130.55,7.95,0.27,1.36
2020,12,6,3.83,6.43,0.38,0.45,396.45,73.69,119.87,9.91,0.33,1.71
2020,12,7,3.33,6.55,0.33,0.39,397.13,63.82,122.01,8.8,0.28,1.47
2020,12,8,3.51,6.94,0.34,0.41,391.48,68.8,131.98,9.91,0.33,1.69
2020,12,9,5.02,7.06,0.49,0.59,386.6,97.34,134.39,13.38,0.43,2.27
2020,12,10,3.22,7.22,0.32,0.38,398.85,64.66,139.56,9.27,0.3,1.59
2020,12,11,2.9,7.19,0.29,0.34,392.86,57.27,137.16,8.59,0.29,1.5
2020,12,12,4.04,6.82,0.4,0.48,397.03,79.4,129.87,11.0,0.36,1.91
2020,12,13,4.28,7.13,0.42,0.51,392.18,83.57,136.39,11.98,0.41,2.21
2020,12,14,3.22,6.98,0.32,0.38,398.27,63.4,132.62,9.2,0.32,1.71
2020,12,15,3.24,7.0,0.32,0.38,404.05,63.46,133.41,9.23,0.32,1.69
2020,12,16,3.64,7.05,0.36,0.43,394.82,70.68,134.43,10.05,0.33,1.7
2020,12,17,3.0,7.12,0.3,0.35,395.42,59.37,135.45,8.84,0.3,1.55
2020,12,18,4.04,7.15,0.4,0.48,391.38,79.69,136.94,11.44,0.38,1.99
2020,12,19,4.13,7.2,0.41,0.49,389.25,81.34,138.38,11.61,0.38,2.01
2020,12,20,4.41,6.72,0.44,0.52,388.96,84.39,125.37,11.27,0.35,1.84
2020,12,21,4.08,7.11,0.4,0.48,396.02,79.7,135.27,11.25,0.38,1.98
2020,12,22,3.53,7.14,0.35,0.41,398.01,68.13,136.36,9.95,0.34,1.77
2020,12,23,4.3,7.04,0.42,0.51,392.59,84.07,133.95,11.77,0.38,2.01
2020,12,24,2.83,7.1,0.28,0.34,389.9,55.59,134.4,8.28,0.27,1.41
2020,12,25,3.58,7.19,0.35,0.42,393.06,69.43,137.73,10.24,0.35,1.81
2020,12,26,2.92,6.96,0.29,0.34,397.38,57.56,131.77,8.54,0.29,1.48
2020,12,27,4.52,7.02,0.45,0.53,374.96,87.26,132.7,12.17,0.4,2.05
2020,12,28,4.52,6.87,0.45,0.53,385.53,86.46,128.29,11.94,0.4,2.1
2020,12,29,5.09,7.2,0.5,0.6,378.29,98.15,136.3,13.48,0.45,2.38
2020,12,30,3.82,7.18,0.38,0.45,396.11,75.12,136.23,10.8,0.36,1.89
2020,12,31,3.7,6.93,0.36,0.44,390.82,70.49,129.84,9.97,0.34,1.73
2021,1,1,3.48,7.22,0.34,0.41,390.87,67.02,137.77,9.95,0.33,1.71
2021,1,2,3.94,6.68,0.39,0.46,390.48,76.39,125.29,10.44,0.34,1.73
2021,1,3,4.44,7.11,0.44,0.52,388.98,86.29,134.92,12.2,0.39,2.05
2021,1,4,3.05,7.19,0.3,0.36,396.9,60.25,137.63,9.09,0.3,1.57
2021,1,5,4.28,6.93,0.42,0.5,391.51,83.54,130.62,11.72,0.39,2.06
2021,1,6,4.42,6.93,0.43,0.52,385.31,86.16,131.05,11.94,0.39,2.08
2021,1,7,4.23,7.16,0.41,0.49,382.48,82.78,135.99,11.55,0.39,2.07
2021,1,8,3.35,7.22,0.33,0.39,394.84,65.43,137.6,9.73,0.34,1.77
2021,1,9,3.59,7.15,0.35,0.42,394.89,69.06,135.46,10.05,0.34,1.79
2021,1,10,4.42,7.21,0.43,0.52,391.36,86.44,137.4,12.09,0.41,2.2
2021,1,11,4.6,7.31,0.45,0.54,397.8,90.78,140.66,12.66,0.43,2.27
2021,1,12,4.11,7.13,0.4,0.48,393.88,80.3,136.53,11.38,0.38,1.99
2021,1,13,4.67,7.11,0.45,0.55,407.83,91.59,136.09,12.67,0.41,2.19
2021,1,14,4.34,7.06,0.42,0.51,404.03,84.1,134.3,11.85,0.39,2.07
2021,1,15,3.37,7.23,0.33,0.39,403.12,66.19,138.84,9.91,0.34,1.74
2021,1,16,3.86,7.23,0.38,0.45,400.92,75.35,137.91,11.04,0.38,2.01
2021,1,17,4.33,7.19,0.42,0.5,397.48,84.79,137.21,11.96,0.41,2.2
2021,1,18,3.57,7.26,0.34,0.41,402.18,70.57,139.4,10.3,0.35,1.83
2021,1,19,3.56,7.27,0.34,0.41,400.58,69.97,139.68,10.35,0.35,1.83
2021,1,20,3.78,7.14,0.37,0.44,398.98,74.44,136.71,10.77,0.37,1.94
2021,1,21,3.01,7.15,0.29,0.34,397.18,58.46,135.47,8.58,0.31,1.62
2021,1,22,4.05,7.01,0.39,0.47,395.2,79.16,133.12,11.04,0.38,1.98
2021,1,23,3.85,7.15,0.37,0.45,398.12,74.16,134.71,10.53,0.36,1.87
2021,1,24,3.69,7.11,0.36,0.42,396.14,73.1,135.79,10.46,0.38,1.98
2021,1,25,3.76,7.16,0.36,0.43,398.42,73.13,136.42,10.46,0.36,1.87
2021,1,26,4.4,7.11,0.42,0.5,393.92,84.23,135.48,11.82,0.39,2.02
2021,1,27,4.27,7.12,0.41,0.48,408.17,84.22,136.66,11.76,0.41,2.21
2021,1,28,3.56,7.21,0.34,0.41,410.6,70.18,138.09,10.14,0.36,1.89
2021,1,29,4.27,7.44,0.41,0.48,411.94,85.29,143.84,12.23,0.44,2.35
2021,1,30,4.04,7.57,0.39,0.46,407.14,79.83,145.32,11.62,0.41,2.18
2021,1,31,4.19,7.39,0.4,0.48,398.3,82.7,142.37,11.59,0.41,2.14
2021,2,1,4.58,7.36,0.44,0.52,392.88,89.84,140.77,12.35,0.43,2.35
2021,2,2,3.47,7.11,0.34,0.39,409.79,68.2,135.58,9.61,0.34,1.84
2021,2,3,4.0,6.97,0.38,0.45,406.02,78.3,132.35,10.62,0.38,2.1
2021,2,4,3.42,7.22,0.33,0.39,399.3,67.59,137.52,9.64,0.35,1.91
2021,2,5,2.9,7.08,0.27,0.33,405.01,57.8,134.7,8.38,0.31,1.63
2021,2,6,3.82,7.13,0.37,0.43,393.79,74.57,135.3,10.4,0.37,1.98
2021,2,7,3.83,7.17,0.37,0.43,399.95,77.14,137.73,10.71,0.38,2.04
2021,2,8,3.99,7.13,0.38,0.45,400.71,78.39,135.64,10.9,0.4,2.12
2021,2,9,3.56,7.01,0.34,0.4,400.15,70.52,132.91,9.79,0.36,1.94
2021,2,10,4.44,7.49,0.42,0.5,393.02,88.42,144.04,12.48,0.45,2.46
2021,2,11,2.5,7.51,0.23,0.28,400.13,51.26,144.65,7.87,0.3,1.6
2021,2,12,3.44,7.5,0.33,0.38,409.15,68.39,145.1,10.21,0.37,1.97
2021,2,13,4.33,7.42,0.41,0.48,402.91,83.58,140.9,11.97,0.43,2.28
2021,2,14,3.89,7.31,0.37,0.44,408.55,76.46,138.63,10.9,0.4,2.13
2021,2,15,3.82,7.53,0.36,0.43,399.88,75.16,143.98,10.95,0.41,2.16
2021,2,16,4.91,7.35,0.46,0.55,389.83,96.47,140.08,13.32,0.48,2.6
2021,2,17,5.52,7.45,0.52,0.62,384.52,106.81,141.73,14.72,0.55,2.98
2021,2,18,5.54,7.61,0.52,0.62,388.09,107.25,144.41,14.88,0.55,3.02
2021,2,19,3.96,7.61,0.38,0.44,396.73,77.93,144.96,11.33,0.44,2.36
2021,2,20,3.3,7.32,0.31,0.37,403.26,65.85,139.61,9.54,0.37,2.01
2021,2,21,3.47,7.13,0.33,0.38,402.15,68.42,134.85,9.59,0.36,1.94
2021,2,22,3.21,7.1,0.3,0.36,386.1,63.85,133.54,9.05,0.34,1.86
2021,2,23,4.07,7.38,0.38,0.45,391.74,80.7,141.1,11.55,0.44,2.35
2021,2,24,4.03,7.35,0.38,0.45,402.73,79.55,140.47,11.26,0.42,2.3
2021,2,25,4.0,6.61,0.38,0.45,401.61,77.04,123.3,10.08,0.37,1.98
2021,2,26,4.42,6.92,0.41,0.49,402.15,86.55,130.41,11.76,0.41,2.25
2021,2,27,3.71,7.2,0.35,0.41,404.96,73.51,137.23,10.38,0.38,1.99
2021,2,28,4.39,7.23,0.41,0.48,402.29,87.83,138.89,12.2,0.43,2.27
2021,3,1,3.45,7.22,0.33,0.38,402.07,69.59,137.86,9.89,0.36,1.91
2021,3,2,3.18,7.39,0.3,0.35,408.5,65.31,142.13,9.6,0.38,2.03
2021,3,3,4.39,7.31,0.41,0.48,396.98,86.67,138.73,12.15,0.46,2.5
2021,3,4,4.74,7.17,0.45,0.52,396.07,93.86,137.02,12.89,0.46,2.53
2021,3,5,3.76,7.23,0.36,0.41,401.04,75.16,138.58,10.77,0.4,2.12
2021,3,6,4.4,6.81,0.41,0.48,399.84,84.84,127.76,11.38,0.39,2.1
2021,3,7,2.75,7.11,0.26,0.3,401.73,56.21,134.78,8.05,0.29,1.49
2021,3,8,3.4,6.97,0.32,0.38,398.55,68.23,132.17,9.43,0.32,1.65
2021,3,9,3.04,7.41,0.29,0.34,394.13,62.28,141.14,9.14,0.32,1.69
2021,3,10,3.5,7.28,0.33,0.39,393.13,70.73,139.09,10.16,0.35,1.82
2021,3,11,5.25,7.4,0.5,0.59,390.08,104.52,142.44,14.62,0.49,2.62
2021,3,12,5.07,7.39,0.48,0.56,386.02,99.34,140.23,13.72,0.45,2.37
2021,3,13,4.48,7.48,0.42,0.5,399.65,90.54,143.59,12.94,0.43,2.25
2021,3,14,5.21,7.4,0.49,0.58,388.88,102.12,140.29,14.11,0.47,2.45
2021,3,15,4.03,7.34,0.38,0.45,389.72,79.93,139.82,11.44,0.38,2.01
2021,3,16,4.15,7.58,0.4,0.46,396.05,83.45,146.7,12.22,0.41,2.18
2021,3,17,4.03,7.5,0.38,0.45,397.59,81.2,143.43,11.71,0.4,2.09
2021,3,18,3.66,7.35,0.35,0.41,402.22,73.38,140.81,10.59,0.35,1.84
2021,3,19,5.04,7.43,0.48,0.56,392.77,99.59,141.89,13.93,0.45,2.35
2021,3,20,5.47,7.36,0.52,0.61,382.59,106.66,139.84,14.53,0.45,2.37
2021,3,21,3.28,7.35,0.31,0.37,397.09,66.65,140.52,9.74,0.32,1.66
2021,3,22,5.74,7.43,0.55,0.64,391.76,111.45,141.06,15.26,0.49,2.59
2021,3,23,5.56,7.45,0.53,0.62,390.88,109.99,143.03,15.05,0.48,2.52
2021,3,24,4.07,7.33,0.39,0.46,395.85,81.11,140.15,11.59,0.39,2.03
2021,3,25,5.0,7.18,0.48,0.56,396.31,98.45,136.94,13.42,0.43,2.3
2021,3,26,4.27,7.22,0.41,0.48,402.09,84.77,137.01,11.8,0.39,2.04
2021,3,27,3.94,7.19,0.38,0.45,400.96,79.34,138.58,11.26,0.38,1.98
2021,3,28,3.25,7.17,0.31,0.37,400.27,65.44,136.55,9.39,0.32,1.65
2021,3,29,3.23,6.97,0.31,0.37,403.7,64.83,132.33,9.25,0.3,1.59
2021,3,30,4.5,7.37,0.44,0.51,391.49,89.46,141.04,12.57,0.41,2.12
2021,3,31,3.88,7.21,0.38,0.45,399.68,77.51,137.88,10.98,0.37,1.9
